timestamp,device_id,device_role,alarm_id,alarm_name,severity,alarm_type,raise_or_clear,is_fault_episode,episode_id
2026-01-01 13:44:39.291984,EDGE-016,edge,0x09D72009,hwIpfpmLossRatioExceed,Major,qualityOfServiceAlarm,Raise,False,
2026-01-01 13:50:01.521161,ACCESS-034,access,0x09590009,hwBaseSecurityMaDiscardedRateRising,Warning,environmentalAlarm,Clear,False,
2026-01-01 13:52:29.213498,ACCESS-104,access,0x00F101F8,hwFlexEPhyNumberMismatch,Major,equipmentAlarm,Clear,False,
2026-01-01 13:54:17.443544,ACCESS-079,access,0x00F102B8,hwPimBasNeighborExceed,Major,qualityOfServiceAlarm,Raise,False,
2026-01-01 13:58:02.809290,ACCESS-112,access,0x09D72006,hwIpfpmTwoDelayExceed,Major,qualityOfServiceAlarm,Clear,False,
2026-01-01 14:08:05.293460,EDGE-012,edge,0x00F1014A,isisRouteBeDeletedByPurgeExact,Critical,communicationsAlarm,Raise,False,
2026-01-01 14:32:23.107812,ACCESS-034,access,0x00F101E8,hwClockPortNonSupportResume,Warning,equipmentAlarm,Clear,False,
2026-01-01 14:47:01.118393,ACCESS-046,access,0x09E02022,hwBaseSecApplicationL2LoopOcurred,Warning,equipmentAlarm,Raise,False,
2026-01-01 15:04:25.136094,ACCESS-108,access,0x08130056,hwCardFail,Critical,equipmentAlarm,Raise,False,
2026-01-01 15:36:29.114081,ACCESS-063,access,0x00F1FF18,hwXQoSTrafficPolicyRuleResoucePreAlarm,Major,processingErrorAlarm,Clear,False,
2026-01-01 15:37:01.762083,ACCESS-104,access,0x08130050,hwPowerUnusable,Warning,equipmentAlarm,Raise,False,
2026-01-01 15:48:55.632415,ACCESS-034,access,0x0801220D,hwPhysicalPortCrcPerWarning,Critical,equipmentAlarm,Clear,False,
2026-01-01 15:50:12.181654,ACCESS-046,access,0x00F10226,hwFlexEBwReduceAlarm,Major,equipmentAlarm,Raise,False,
2026-01-01 15:55:10.178284,ACCESS-104,access,0x08130057,hwCardInvalid,Critical,equipmentAlarm,Clear,False,
2026-01-01 16:04:16.997506,ACCESS-070,access,0x00F1002B,hwOduOciAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-01 16:19:40.336785,ACCESS-034,access,0x08012231,hwOptCfgNotMatch,Critical,equipmentAlarm,Clear,False,
2026-01-01 16:35:00.912419,ACCESS-108,access,0x0AD92000,LPT_CFG_CLOSEPORT,Major,equipmentAlarm,Raise,False,
2026-01-01 16:42:53.747601,ACCESS-044,access,0x7012200F,hwPublicIpv6PrefixExceed,Major,qualityOfServiceAlarm,Raise,False,
2026-01-01 16:50:00.823995,ACCESS-084,access,0x0D30204F,OMUSyncFail,Major,processingErrorAlarm,Clear,False,
2026-01-01 16:54:29.960512,ACCESS-104,access,0x00F10125,hwIPsecSessionExhaustAlarm,Major,equipmentAlarm,Raise,False,
2026-01-01 16:58:36.782937,ACCESS-104,access,0x00F1006C,hwPtpPktLosResume,Major,equipmentAlarm,Clear,False,
2026-01-01 17:02:15.510745,ACCESS-091,access,0x09492032,hwE1LmfaAlarm,Major,communicationsAlarm,Clear,False,
2026-01-01 17:15:10.440324,ACCESS-091,access,0x09A12003,hwLoopDetectUnBlockedAlarm,Warning,equipmentAlarm,Clear,False,
2026-01-01 18:01:39.931575,ACCESS-104,access,0x00F1002F,hwEthHalfDuplex,Warning,equipmentAlarm,Raise,False,
2026-01-01 18:09:37.895232,ACCESS-119,access,0x00F10078,REMOTE_NETCONF_CONNECTION_INTERRUPT,Critical,communicationsAlarm,Clear,False,
2026-01-01 18:13:05.365001,ACCESS-115,access,0x0A11200D,hwEvplCCCDownAlarm,Minor,equipmentAlarm,Raise,False,
2026-01-01 18:13:40.220708,EDGE-013,edge,0x00003330,hwPwApsBypassPwMismatch,Minor,communicationsAlarm,Clear,False,
2026-01-01 18:18:00.933126,CORE-001,core,0x00F100C1,hwFtpLoginFailed,Minor,qualityOfServiceAlarm,Clear,False,
2026-01-01 18:37:49.622592,ACCESS-108,access,0x09AF0009,hwPtpTimeSyncResume,Warning,equipmentAlarm,Clear,False,
2026-01-01 18:41:13.327754,CORE-001,core,0x08130054,hwBoardFail,Critical,equipmentAlarm,Raise,False,
2026-01-01 18:43:38.504306,ACCESS-107,access,0x08390006,hwIpv4PrefixThresholdExceed,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-01 18:49:00.317156,EDGE-016,edge,0x0C19200B,hwRanApsK1K2Mismatch,Warning,processingErrorAlarm,Raise,False,
2026-01-01 18:57:47.880310,ACCESS-077,access,0x00F1045D,hwDhcpSnpBindTblExhaust,Major,qualityOfServiceAlarm,Raise,False,
2026-01-01 18:59:59.652119,ACCESS-034,access,0x00F1FF7C,hwIfInputSuppThresholdAlarm,Warning,equipmentAlarm,Raise,False,
2026-01-01 19:16:54.768561,ACCESS-078,access,0x09362015,hwLacpStateDown,Major,communicationsAlarm,Raise,False,
2026-01-01 19:20:09.746439,EDGE-019,edge,0x00F1FF62,hwCGNInstanceApplyIPFailAlarm,Critical,communicationsAlarm,Raise,False,
2026-01-01 19:26:46.411511,ACCESS-111,access,0x00F1014D,isisThirdPartRouteBeDeletedByPurgeExact,Critical,communicationsAlarm,Raise,False,
2026-01-01 19:30:09.215067,ACCESS-084,access,0x00F10017,hwCGNSpecificIpExhaustAlarm,Major,communicationsAlarm,Raise,False,
2026-01-01 19:48:56.401267,ACCESS-084,access,0x0949001F,hwLpSlmVc12Alarm,Minor,communicationsAlarm,Clear,False,
2026-01-01 19:50:13.190929,ACCESS-104,access,0x0801214C,hwRATEOFTRAFFICRising,Warning,equipmentAlarm,Raise,False,
2026-01-01 19:54:04.140048,ACCESS-046,access,0x08012192,hwDownMicroSwitchOpen,Minor,equipmentAlarm,Clear,False,
2026-01-01 19:54:48.931155,ACCESS-046,access,0x08130054,hwBoardFail,Critical,equipmentAlarm,Clear,False,
2026-01-01 19:58:09.063244,ACCESS-104,access,0x080121F3,hwIOSwitchThreeAlarmResume,Major,equipmentAlarm,Clear,False,
2026-01-01 20:00:02.538601,CORE-008,core,0x08532008,hwExtAllMemberDownNotify,Minor,communicationsAlarm,Raise,False,
2026-01-01 20:29:19.214687,ACCESS-034,access,0x00F1037F,hwPtpPassiveMeasureOverflow,Warning,equipmentAlarm,Raise,False,
2026-01-01 20:46:11.310663,ACCESS-075,access,0x00F102EC,hwEmdiOutRtpLrOverThreshold,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-01 20:48:45.127056,EDGE-013,edge,0x00F10160,OSPF_3RD_ROUTE_BE_DEL_BY_PURGE_EXACT,Critical,qualityOfServiceAlarm,Raise,False,
2026-01-01 20:51:22.056339,ACCESS-045,access,0x00F100E5,hwIPSecPkiLocalCertInValid,Critical,communicationsAlarm,Raise,False,
2026-01-01 20:54:43.543823,ACCESS-085,access,0x08570001,SONDAMPED,Major,communicationsAlarm,Clear,False,
2026-01-01 21:01:58.871393,ACCESS-091,access,0x00F1FFD0,hwRpkiSessionAspaExceedLimitClear,Major,communicationsAlarm,Clear,False,
2026-01-01 21:18:02.706319,ACCESS-046,access,0x00F10385,hwAnomalyPacketLoss,Warning,equipmentAlarm,Clear,False,
2026-01-01 21:26:04.076463,ACCESS-103,access,0x00F1002E,hwPrefecTcaAlarm,Minor,communicationsAlarm,Raise,False,
2026-01-01 21:50:01.138004,EDGE-022,edge,0x00F1025B,hwL2DomainMacLimitNumFallingThreshold,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-01 22:02:47.005209,ACCESS-108,access,0x09A1200D,hwLoopDetectWithoutBlock,Warning,equipmentAlarm,Raise,False,
2026-01-01 22:06:28.629009,ACCESS-084,access,0x0F012055,hwImaLinkLifAlarm,Major,communicationsAlarm,Raise,False,
2026-01-01 22:08:02.677182,ACCESS-108,access,0x00F101F2,hwPtpPortNonSupportResume,Warning,equipmentAlarm,Clear,False,
2026-01-01 22:10:41.185802,ACCESS-108,access,0x08130058,hwOpticalFail,Critical,equipmentAlarm,Clear,False,
2026-01-01 22:28:48.876369,ACCESS-054,access,0x00F101C5,hwCGNUserIPNumBoardAlarm,Warning,communicationsAlarm,Raise,False,
2026-01-01 22:39:12.013682,ACCESS-104,access,0x09E6200A,hwL3LoopDetectAlarm,Warning,equipmentAlarm,Clear,False,
2026-01-01 22:39:27.610075,ACCESS-036,access,0x09492072,hwVrfiAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-01 22:59:07.500108,ACCESS-089,access,0x08130074,hwPhysicalPortCrcError,Major,processingErrorAlarm,Clear,False,
2026-01-01 22:59:28.266053,CORE-002,core,0x09102013,hwBfdSessReachTotalLimit,Minor,communicationsAlarm,Clear,False,
2026-01-01 23:09:54.992141,ACCESS-104,access,0x08152026,STARTUP_NOT_SYN,Major,equipmentAlarm,Clear,False,
2026-01-01 23:20:17.757805,ACCESS-071,access,0x0893203A,ospfv3NbrExceedThreshold,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-01 23:25:44.847274,ACCESS-054,access,0x0AEB201B,hwAAASlotIPv6AddressThresholdAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-01 23:30:34.698074,ACCESS-084,access,0x00F100DB,ospfImptLsaThresholdExceed,Minor,qualityOfServiceAlarm,Clear,False,
2026-01-01 23:51:21.693332,ACCESS-084,access,0x00F1FF68,hwEulaNotSigned,Major,qualityOfServiceAlarm,Raise,False,
2026-01-02 00:00:49.411825,CORE-001,core,0x00F1FFC8,hwSrPolicyListResourceIdConflict,Major,communicationsAlarm,Raise,False,
2026-01-02 00:01:31.040823,ACCESS-084,access,0x00F104F6,hwEtrunkSeckeyNotCfg,Major,communicationsAlarm,Clear,False,
2026-01-02 00:02:55.644871,ACCESS-054,access,0x00F10091,hwIPSecPkiCACertValid,Critical,communicationsAlarm,Clear,False,
2026-01-02 00:02:59.628391,ACCESS-108,access,0x09AF0012,hwPtpAcrSyncBad,Warning,equipmentAlarm,Raise,False,
2026-01-02 00:03:01.127777,ACCESS-034,access,0x00F1FE98,hwBoardRoleAbnormal,Critical,equipmentAlarm,Raise,False,
2026-01-02 00:04:45.755929,EDGE-026,edge,0x08012231,hwOptCfgNotMatch,Critical,equipmentAlarm,Raise,False,
2026-01-02 00:05:16.787590,ACCESS-084,access,0x0C152053,hwXQoSDefendPortCarPassedPacketAlarm,Minor,processingErrorAlarm,Raise,False,
2026-01-02 00:15:46.636011,ACCESS-108,access,0x09AF0014,hwClockCesAcrLockFail,Warning,equipmentAlarm,Raise,True,EP-0090
2026-01-02 00:20:03.125441,ACCESS-034,access,0x00F1057A,hwL3LoopDetectAlarmVPN,Warning,equipmentAlarm,Raise,False,
2026-01-02 00:20:40.278653,ACCESS-120,access,0x08520004,ipv6IfStateChange,Major,communicationsAlarm,Raise,False,
2026-01-02 00:21:20.769380,ACCESS-054,access,0x00F103C3,TWAMP_MEM_TWOWAY_DELAY,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-02 00:22:21.797607,ACCESS-056,access,0x00F100C2,hwPwSourceTunnelNoTeCheckAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-02 00:28:02.790542,CORE-001,core,0x00F1FFD0,hwRpkiSessionAspaExceedLimit,Major,communicationsAlarm,Raise,False,
2026-01-02 00:36:01.876468,ACCESS-104,access,0x09AF0005,hwClockInLockedMode,Major,equipmentAlarm,Clear,False,
2026-01-02 00:39:08.049703,ACCESS-054,access,0x08570001,SONDAMPED,Major,communicationsAlarm,Raise,False,
2026-01-02 00:51:11.247167,ACCESS-115,access,0x0801218F,hwUpMicroSwitchOpen,Minor,equipmentAlarm,Clear,False,
2026-01-02 01:01:49.549708,ACCESS-054,access,0x00F10071,hwMplsStaticCRLspDown,Major,communicationsAlarm,Raise,False,
2026-01-02 01:03:56.996905,ACCESS-034,access,0x08012232,hwDataplaneCpuOverloadAlarm,Major,equipmentAlarm,Raise,True,EP-1014
2026-01-02 01:16:35.899586,ACCESS-060,access,0x00F103F8,hwRouteLoopDetected,Critical,communicationsAlarm,Raise,False,
2026-01-02 01:27:50.692765,ACCESS-054,access,0x00F10164,OSPF_3RD_ROUTE_BE_DEL_BY_PURGE,Major,qualityOfServiceAlarm,Raise,False,
2026-01-02 01:30:06.384887,ACCESS-104,access,0x00F1FE92,hwBoardRoleAbnormal,Critical,equipmentAlarm,Raise,False,
2026-01-02 01:34:03.805609,ACCESS-054,access,0x00F104A5,hwCGNPCPPortUsageOfRdsPreAlarm,Warning,communicationsAlarm,Raise,False,
2026-01-02 01:39:27.681593,ACCESS-084,access,0x00F1043C,hwEmdiBierRtpSerOverThresholdResume,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-02 01:48:35.895694,ACCESS-084,access,0x00F10455,hwDHCPRelayIpUnnumberedUsrThreshold,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-02 01:52:26.277749,EDGE-025,edge,0x00F10330,hwTrustemCertificateExpiredAlarm,Major,qualityOfServiceAlarm,Raise,False,
2026-01-02 02:06:37.833617,ACCESS-054,access,0x00010059,hwMplsOamFail,Minor,communicationsAlarm,Raise,False,
2026-01-02 02:14:36.927643,ACCESS-103,access,0x08152025,CONFIGURATION_SLAVE_NOT_SYN,Major,equipmentAlarm,Raise,False,
2026-01-02 02:31:42.218287,ACCESS-054,access,0x0859200B,hwEthernetARPThresholdExceedAlarm,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-02 02:35:24.652682,ACCESS-054,access,0x00F1005E,TWAMP_TWOWAY_LOC,Major,qualityOfServiceAlarm,Raise,False,
2026-01-02 02:36:10.783716,ACCESS-046,access,0x0813004A,hwVoltAlarm,Warning,environmentalAlarm,Clear,False,
2026-01-02 02:41:20.841821,ACCESS-084,access,0x00F1FF48,hwDpsDictFileFaultResume,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-02 02:55:09.360649,ACCESS-084,access,0x09490016,hwCposE1LmfaAlarm,Major,communicationsAlarm,Raise,True,EP-1899
2026-01-02 03:05:26.940816,ACCESS-046,access,0x00F10062,hwPtpStandardTimeOffsetOverResume,Minor,equipmentAlarm,Clear,False,
2026-01-02 03:07:02.841278,ACCESS-115,access,0x08130017,hwFanInvalid,Critical,equipmentAlarm,Clear,False,
2026-01-02 03:25:42.427763,ACCESS-054,access,0x00F1001B,hwCGNUserTableExhaustAlarm,Major,communicationsAlarm,Raise,True,EP-1501
2026-01-02 03:29:38.484030,ACCESS-035,access,0x00F1FF6F,hwEvplMacLimitNumRaisingThreshold,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-02 03:33:17.827775,ACCESS-034,access,0x08012232,hwDataplaneCpuOverloadAlarm,Major,equipmentAlarm,Clear,True,EP-1014
2026-01-02 03:37:21.694745,ACCESS-071,access,0x0801207A,hwLaserNoFited,Critical,communicationsAlarm,Raise,False,
2026-01-02 03:40:51.630100,ACCESS-056,access,0x00F10062,hwPtpStandardTimeOffsetOverResume,Minor,equipmentAlarm,Clear,False,
2026-01-02 03:53:42.394650,ACCESS-046,access,0x0AE9204F,hwVPNIPv6PoolUsageReachThresholdResume,Warning,equipmentAlarm,Clear,False,
2026-01-02 04:03:32.043774,ACCESS-075,access,0x00010051,hwMplsOamBDI,Minor,communicationsAlarm,Clear,False,
2026-01-02 04:12:30.380831,EDGE-012,edge,0x0C150008,hwBaseSecurityTcpIpAttackDiscardedRateRising,Warning,processingErrorAlarm,Raise,False,
2026-01-02 04:39:47.931029,ACCESS-071,access,0x0CA42010,IFIT_MCP_NO_SLA_DATA,Warning,communicationsAlarm,Raise,False,
2026-01-02 04:49:38.815499,ACCESS-054,access,0x00F1001B,hwCGNUserTableExhaustAlarm,Major,communicationsAlarm,Clear,True,EP-1501
2026-01-02 04:51:53.161770,ACCESS-091,access,0x00F10286,hwControlTunnelSessionDown,Major,communicationsAlarm,Clear,False,
2026-01-02 05:05:11.405379,ACCESS-049,access,0x099D2009,hwSSLCertificateExpiredEarlyWarning,Major,qualityOfServiceAlarm,Clear,False,
2026-01-02 05:19:31.011181,EDGE-021,edge,0x00F1002E,hwPrefecTcaAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-02 05:27:38.311165,ACCESS-104,access,0x00F1037F,hwPtpPassiveMeasureOverflow,Warning,equipmentAlarm,Raise,False,
2026-01-02 05:45:52.065408,ACCESS-046,access,0x00F10244,hwDamagedRunningPatchRecovered,Major,environmentalAlarm,Clear,False,
2026-01-02 05:53:55.056883,ACCESS-085,access,0x00F104BA,hwFlexEGrpPaddingMismatchResume,Major,communicationsAlarm,Clear,False,
2026-01-02 05:54:22.827177,ACCESS-116,access,0x09AC0002,MISMERGE,Critical,communicationsAlarm,Raise,False,
2026-01-02 05:58:41.467233,ACCESS-034,access,0x00F10125,hwIPsecSessionExhaustAlarm,Major,equipmentAlarm,Raise,False,
2026-01-02 05:59:57.135595,ACCESS-104,access,0x09590009,hwBaseSecurityMaDiscardedRateRising,Warning,environmentalAlarm,Raise,False,
2026-01-02 06:00:25.114726,ACCESS-049,access,0x00F10118,hwMflpBdPwBlock,Warning,communicationsAlarm,Raise,False,
2026-01-02 06:01:20.122958,ACCESS-084,access,0x09490016,hwCposE1LmfaAlarm,Major,communicationsAlarm,Clear,True,EP-1899
2026-01-02 06:14:14.587798,ACCESS-046,access,0x081321C3,hwBoardWarning,Warning,equipmentAlarm,Clear,False,
2026-01-02 06:15:03.901028,ACCESS-115,access,0x00F1FF0C,hwProcessFault,Major,processingErrorAlarm,Raise,False,
2026-01-02 06:26:13.924213,ACCESS-046,access,0x00F1FF72,hwL3ucBoardNotSupportFunction,Warning,equipmentAlarm,Raise,True,EP-0750
2026-01-02 06:27:33.158794,ACCESS-112,access,0x00F103BA,hwBgpPeerAddrFamilyPerRouteExceed,Major,communicationsAlarm,Raise,False,
2026-01-02 06:39:44.375475,EDGE-014,edge,0x0C9E2001,hwDevAntitheftFuncTrap,Warning,equipmentAlarm,Clear,False,
2026-01-02 06:42:25.994608,ACCESS-045,access,0x00F10034,hwBoardFwdResThresholdExceed,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-02 06:47:16.403546,ACCESS-115,access,0x00F10456,hwL3ucBoardNotSupportDsvpn,Warning,equipmentAlarm,Raise,False,
2026-01-02 07:01:03.325759,ACCESS-071,access,0x00F10136,hwRadiusCachePacketThresholdAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-02 07:16:26.579872,ACCESS-104,access,0x00F1006D,hwPtpTimeSourceClockClassDecline,Major,equipmentAlarm,Raise,False,
2026-01-02 07:23:57.786854,EDGE-011,edge,0x00F100EA,hwCGNGlobalPoolExhaustResumeAlarm,Warning,communicationsAlarm,Clear,False,
2026-01-02 07:30:03.634244,EDGE-014,edge,0x00F1006B,hwPtpTimeOffsetSumOverResume,Minor,equipmentAlarm,Clear,False,
2026-01-02 07:33:00.076605,CORE-005,core,0x00F10227,hwFlexEBwMismatch,Major,equipmentAlarm,Raise,False,
2026-01-02 07:33:42.550461,EDGE-025,edge,0x08130017,hwFanInvalid,Critical,equipmentAlarm,Clear,False,
2026-01-02 07:34:44.176762,ACCESS-034,access,0x00F10069,hwCmuInvalid,Warning,equipmentAlarm,Raise,False,
2026-01-02 07:46:47.083325,CORE-001,core,0x0801227A,hwEthTxFlowFallAlarm,Major,qualityOfServiceAlarm,Raise,False,
2026-01-02 07:52:35.932996,ACCESS-039,access,0x08130059,hwOpticalInvalid,Critical,equipmentAlarm,Raise,False,
2026-01-02 07:54:10.201395,EDGE-022,edge,0x00010017,hwMplsApsOutage,Major,qualityOfServiceAlarm,Clear,False,
2026-01-02 08:03:31.279552,ACCESS-049,access,0x00F100C2,hwPwSourceTunnelNoTeCheckAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-02 08:14:57.407170,EDGE-014,edge,0x00F1FF50,hwRumAlarmOnline,Warning,equipmentAlarm,Clear,False,
2026-01-02 08:15:08.382106,EDGE-028,edge,0x00F1FFD8,hwBgpUnnumberedPacketSendFailed,Warning,communicationsAlarm,Raise,False,
2026-01-02 08:16:38.114766,ACCESS-049,access,0x0F012018,hwCesPwRemoteLosPktAlarm,Major,qualityOfServiceAlarm,Clear,False,
2026-01-02 08:17:52.445795,ACCESS-115,access,0x09AF000C,hwPtpFrequencyLockResume,Major,equipmentAlarm,Clear,False,
2026-01-02 08:19:36.414304,ACCESS-071,access,0x0F012075,hwMpGroupRxLosPktExcAlarm,Major,qualityOfServiceAlarm,Clear,False,
2026-01-02 08:23:15.706194,ACCESS-049,access,0x08710001,SysfwdResourceOverload,Major,processingErrorAlarm,Clear,False,
